search_id,Claim_MA_title,Claim_MA_abstract,Claim_MA_keywords,Claim_MA_body,Claim_MA_quote,Claim_MA_pageref,is_ma_flag,is_ma_flag_notes,Publication Year,Title,Publication Title,DOI,flag_cma,flag_mcmcglmm,flag_metafor,flag_metawin,any_software_specified,software_notes
MA191,Y,N,N,Y,"I fitted generalized linear mixed-effect models using the lme4 (Bates et al. 2014) and effects (Fox 2003) packages in R, version 3.0.2 (R Development Core Team 2015) to conduct a meta-analysis of static allometries.",91,Y,Straightforwardly claims to be a meta-analysis,2015,"Scaling of Morphological Characters across Trait Type, Sex, and Environment: A Meta-analysis of Static Allometries",The American Naturalist,10.1086/684159,FALSE,FALSE,FALSE,FALSE,Y,NA
MA192,N,Y,Y,Y,"In this meta-analysis we sought to determine the effects on thermal acclimation of respiration of (1) the biome, or climatic region of origin of the study species, (2) the duration of exposure to warming, (3) the developmental status of the leaf (pre-existing when temperature change was imposed, or newly developed at the experimental temperature), (4) the growth form under investigation and (5) the degree of warming or the temperature difference across contrasting temperatures.",888,Y,Straightforwardly claims to be a meta-analysis,2015,General patterns of acclimation of leaf respiration to elevated temperatures across biomes and plant types,Oecologia,10.1007/s00442-014-3159-4,FALSE,FALSE,FALSE,FALSE,Y,NA
MA193,Y,Y,N,Y,"To this end, we performed a meta-analysis using previously published population genetic data on P. oceanica covering a substantial portion of the Mediterranean basin, and using ArcGIS maps (Micheli et al. 2011) that modelled 18 disturbance factors as well as cumulative impact across the Mediterranean (Halpern et al. 2008; Micheli et al. 2013).",2338,Y,Straightforwardly claims to be a meta-analysis,2015,A meta-analysis reveals a positive correlation between genetic diversity metrics and environmental status in the long-lived seagrass Posidonia oceanica,Molecular Ecology,10.1111/mec.13174,FALSE,FALSE,FALSE,FALSE,Y,NA
MA194,N,Y,Y,Y,"Here, we provide the first general test of the Environmental Matching Hypothesis by conducting a meta-analysis of published data to examine the importance of temperature in determining IAS impact levels.",707,Y,Straightforwardly claims to be a meta-analysis,2015,Ecological impacts of invasive alien species along temperature gradients: testing the role of environmental matching,Ecological Applications,10.1890/14-0545.1,FALSE,FALSE,TRUE,TRUE,Y,NA
MA195,Y,Y,Y,Y,"In this study, we conducted a meta-analysis to determine whether, and for what species groups, the focus on wetland conservation is likely to fail to conserve populations of wetland-dependent species.",813,Y,Straightforwardly claims to be a meta-analysis,2015,Relative effects of landscape-scale wetland amount and landscape matrix quality on wetland vertebrates: a meta-analysis,Ecological Applications,10.1890/14-0362.1,FALSE,FALSE,TRUE,FALSE,Y,NA
MA197,Y,Y,Y,Y,"Here, we present a meta-analysis in which we quantify the effect of choice paradigm on the measurement of mate choice.",312,Y,Straightforwardly claims to be a meta-analysis,2015,The effect of experimental design on the measurement of mate choice: a meta-analysis,Behavioral Ecology,10.1093/beheco/aru125,FALSE,FALSE,TRUE,TRUE,Y,NA
MA198,N,Y,Y,Y,"To that aim, we used neutral allelic richness calculated using microsatellite markers as a surrogate of intraspecific genetic diversity, and we used meta-analytical tools to test the generality of DIGD across a variety of taxa including plants, arthropods, mollusks and vertebrates.",4588,Y,Straightforwardly claims to be a meta-analysis,2015,Evolutionary processes driving spatial patterns of intraspecific genetic diversity in river ecosystems,Molecular Ecology,10.1111/mec.13345,FALSE,TRUE,FALSE,FALSE,Y,NA
MA199,N,Y,"NA",Y,"Using a meta-analysis framework, we tested whether: 1) the C:nutrient stoichiometric flexibility in response to fertilization with a given nutrient negatively correlates with the abundance of that nutrient in the environment or biota (i.e. environmental and biological fertility) and 2) stoichiometric flexibility in response to fertilization is smaller when the added nutrient is less limiting, as assessed by basal (pre-fertilization) biotic N:P status.",952,Y,Straightforwardly claims to be a meta-analysis,2015,Stoichiometric flexibility in response to fertilization along gradients of environmental and organismal nutrient richness,Oikos,10.1111/oik.02385,FALSE,FALSE,TRUE,FALSE,Y,NA
MA200,Y,Y,"NA",Y,"In this paper, we use meta-analysis to synthesise the published literature on how disturbances infl uence the diversity and abundance of plant species, focusing in particular on non-native species.",123,Y,Straightforwardly claims to be a meta-analysis,2015,Non-native plant species benefit from disturbance: a meta-analysis,Oikos,10.1111/oik.01416,FALSE,FALSE,FALSE,TRUE,Y,NA
MA201,Y,Y,N,Y,"To assess the support for the two prevailing hypotheses, as well as the alternative hypothesis, we conducted meta-analyses of all published papers on AM fungi and plant invasions from 1989 to 2014 with the overall aim to quantify AM associations in native and invasive plants and among functional groups.",1548,Y,Straightforwardly claims to be a meta-analysis,2015,Do native and invasive plants differ in their interactions with arbuscular mycorrhizal fungi? A meta-analysis,Journal of Ecology,10.1111/1365-2745.12456,FALSE,FALSE,TRUE,FALSE,Y,NA
MA202,N,Y,N,Y,Here we present a formal meta-analysis of 329 experiments which compared the growth response of plant species to soil cultured by conspecifics relative to heterospecifics (133 plant species in 276 unique pairwise interactions).,1071,Y,Straightforwardly claims to be a meta-analysis,2015,Relatedness is a poor predictor of negative plantâ€“soil feedbacks,New Phytologist,10.1111/nph.13238,FALSE,FALSE,FALSE,FALSE,Y,NA
MA203,Y,Y,N,Y,"Here, we extracted data from peer-reviewed articles on RB published between 1977 and 2011 and used meta-analysis to examine RA in plants as affected by elevated atmospheric CO2, the best-documented anthropogenic global environmental change (IPCC 2013).",1076,Y,Straightforwardly claims to be a meta-analysis,2015,Reproductive allocation in plants as affected by elevated carbon dioxide and other environmental changes: a synthesis using meta-analysis and graphical vector analysis,Oecologia,10.1007/s00442-014-3191-4,FALSE,FALSE,FALSE,TRUE,Y,NA
MA204,Y,Y,"NA",Y,"Further, we performed two-step individual participant data meta-analyses (Riley et al. 2009) to determine, through a trait-based approach, how ecological filtering varies according to each of the three zoochorous dispersal mechanisms analyzed.",1110,Y,Straightforwardly claims to be a meta-analysis,2015,Seed dispersal by ungulates as an ecological filter: a trait-based meta-analysis,Oikos,10.1111/oik.02512,FALSE,FALSE,TRUE,FALSE,Y,NA
MA205,N,N,Y,Y,"Then, through a meta-analysis, we cover how genetic research topics have been aligned to different stages of restoration, from advances in theory to their implementation in decision-making, monitoring and evaluation processes. We then utilize the finding from our meta-analysis to point out research gaps, future directions and challenges in the use of genetics of restoration.",25,Y,Straightforwardly claims to be a meta-analysis,2015,Contribution of genetics to ecological restoration,Molecular Ecology,10.1111/mec.12995,FALSE,FALSE,FALSE,FALSE,N,Can't find mention of software in methods section or supplement
MA206,Y,Y,"NA",Y,"We tested our predictions 1) at a global scale through a meta-analytical approach and 2) at a regional scale, by means of a field experiment.",1122,Y,Straightforwardly claims to be a meta-analysis,2015,Variation in the impact of non-native seaweeds along gradients of habitat degradation: a meta-analysis and an experimental test,Oikos,10.1111/oik.02197,FALSE,FALSE,TRUE,FALSE,Y,NA
MA207,Y,Y,N,Y,"Here, we present a meta-analysis of 99 studies that addressed the effect of nutrient enrichment on litter decomposition in running waters and were published over the last approximately 40 years.",672,Y,Straightforwardly claims to be a meta-analysis,2015,A meta-analysis of the effects of nutrient enrichment on litter decomposition in streams,Biological Reviews,10.1111/brv.12125,FALSE,FALSE,TRUE,FALSE,Y,NA
MA208,N,Y,"NA",Y,"As a first step in understanding the impact of stem herbivory on the evolutionary trajectory of woody plants, we aimed to determine the average magnitude of the impact stem herbivory has on plant performance using meta-analysis (Gurevitch and Hedges 1999).",266,Y,Straightforwardly claims to be a meta-analysis,2015,"Effects of insect attack to stems on plant survival, growth, reproduction and photosynthesis",Oikos,10.1111/oik.01809,FALSE,FALSE,FALSE,FALSE,Y,NA
MA210,N,Y,N,Y,I conduct a meta-analysis of intra-species variation in hydraulic traits and place this variation in context with inter-species differences.,1009,Y,Straightforwardly claims to be a meta-analysis,2015,Spatial and temporal variation in plant hydraulic traits and their relevance for climate change impacts on vegetation,New Phytologist,10.1111/nph.12907,FALSE,FALSE,FALSE,FALSE,S,Mentioned only in supplementary information
MA211,N,Y,N,Y,"Here, by using a weighted meta-analysis of a global data set of 9703 observations at 306 sites from 508 publications based on nutrient addition experiments, we examined how NRE and PRE respond to nutrient additions.",374,Y,Straightforwardly claims to be a meta-analysis,2015,Negative effects of fertilization on plant nutrient resorption,Ecology,10.1890/14-0140.1,FALSE,FALSE,TRUE,FALSE,Y,NA
MA212,N,Y,Y,Y,We intended to answer these questions based on a meta-analysis of published Ecopath models representing marine food webs.,31,Y,Straightforwardly claims to be a meta-analysis,2015,Keystone species: toward an operational concept for marine biodiversity conservation,Ecological Monographs,10.1890/14-0306.1,FALSE,FALSE,FALSE,FALSE,Y,NA
MA213,N,N,Y,Y,"Here we use a combination of meta-analyses, simulations and case studies to review evidence for rapid adaptive evolution in invasive species; we focus on its three key components: differentiation, natural selection and adaptation.",2000,Y,Straightforwardly claims to be a meta-analysis,2015,"Contemporary evolution during invasion: evidence for differentiation, natural selection, and local adaptation",Molecular Ecology,10.1111/mec.13162,FALSE,FALSE,FALSE,FALSE,Y,Only mentioned in the list of shared code files at the end
MA214,N,Y,N,Y,The meta-analyses show that whole-body content of each of the three essential fatty acids is closely tied to organism size (Fig. 1)...,363,Y,A much more straightforward declaration of having conducted a meta-analysis is found in Appendix A of the supplemental information,2015,Egg boons: central components of marine fatty acid food webs,Ecology,10.1890/14-0571.1,FALSE,FALSE,FALSE,FALSE,N,Can't find mention of software in methods section or supplement
MA215,N,Y,Y,Y,"First, we analysed the relation between colonization capacity (i.e. relative species frequencies in post-agricultural vs. ancient forests) and the traits in a multi-response phylogenetic meta-analysis model (Hadfield & Nakagawa 2010; Nakagawa & Santos 2012), which improves upon the earlier analyses in several important ways.",176,Y,Straightforwardly claims to be a meta-analysis,2015,Disentangling dispersal from phylogeny in the colonization capacity of forest understorey plants,Journal of Ecology,10.1111/1365-2745.12333,FALSE,TRUE,FALSE,FALSE,Y,NA
MA217,N,N,Y,Y,"To test for heterogeneity in cyanobacterial trends over the monitoring timeframe among the three nutrient trajectory groups (eutrophication, no change, restoration), cyanobacterial M-K trend coefficients were converted to within-study effect sizes (using the Fischerâ€™s z transformation) and a meta-analysis was conducted with a categorical moderator variable for the nutrient trajectory grouping (MAc library in R; Del Re & Hoyt 2010).",378,Y,Straightforwardly claims to be a meta-analysis,2015,Acceleration of cyanobacterial dominance in north temperate-subarctic lakes during the Anthropocene,Ecology Letters,10.1111/ele.12420,FALSE,FALSE,FALSE,FALSE,Y,NA
MA218,N,Y,N,Y,"To address this, we reviewed the literature for studies that quantified population abundance and individual-level fitness measures (growth rate, fecundity and survival) of native predators in both the presence and absence of non-native prey and conducted a meta-analysis to quantify the effect of non-native prey on native predator populations.",1175,Y,Straightforwardly claims to be a meta-analysis,2015,Do native predators benefit from non-native prey?,Ecology Letters,10.1111/ele.12496,FALSE,FALSE,FALSE,TRUE,Y,NA
MA220,N,Y,Y,Y,We conducted meta-analyses to determine the significance of edge influence for each response variable including all studies (except study F2 on partial cut edges) and to examine the influence of several independent factors on edge influence,554,Y,Straightforwardly claims to be a meta-analysis,2015,Edge influence on vegetation at natural and anthropogenic edges of boreal forests in Canada and Fennoscandia,Journal of Ecology,10.1111/1365-2745.12398,FALSE,FALSE,FALSE,TRUE,Y,NA
MA222,N,Y,Y,Y,"In this study, we apply phylogenetic mixed-effect meta-analyses to a data set relating to the fitness causes and correlates of divorce in wild bird populations, comprising 81 studies of 64 socially monogamous bird species, with 437 individual effect size estimates.",1017,Y,Straightforwardly claims to be a meta-analysis,2015,Trading up: the fitness consequences of divorce in monogamous birds,Biological Reviews,10.1111/brv.12143,FALSE,TRUE,TRUE,FALSE,Y,NA
MA223,N,Y,"NA",Y,"We used meta-analysis to evaluate the responses of autotroph internal N and P concentrations to additions of N, P, and N+P and make inferences about limitation and co-limitation of N and P across marine, terrestrial, and freshwater ecosystems.",113,Y,Straightforwardly claims to be a meta-analysis,2015,Signatures of nutrient limitation and co-limitation: responses of autotroph internal nutrient concentrations to nitrogen and phosphorus additions,Oikos,10.1111/oik.01215,FALSE,FALSE,FALSE,FALSE,Y,NA
MA224,N,Y,N,Y,We used a meta-analysis to identify the parameters affecting the extent of competition and/or facilitation between these two species.,1199,Y,Straightforwardly claims to be a meta-analysis,2015,The Lion King and the Hyaena Queen: large carnivore interactions and coexistence,Biological Reviews,10.1111/brv.12152,FALSE,FALSE,FALSE,FALSE,Y,NA
MA226,N,Y,N,N,"NA","NA",Y,"Mentioned explicitly in the abstract, but seems to refer to the results shown in Table 1 which was not systematic or complete - not really a formal meta-analysis",2015,Ageing gracefully: physiology but not behaviour declines with age in a diving seabird,Functional Ecology,10.1111/1365-2435.12316,FALSE,FALSE,FALSE,FALSE,Y,NA
MA227,Y,N,N,Y,"In this work, split-roots, microscopy, transcriptomic meta-analysis and composite plants were used, in order to unravel the effect of As on the symbiosis.",266,Y,The authors claim a transcriptomic meta-analysis is performed specifically,2015,Unraveling the effect of arsenic on the model Medicagoâ€“Ensifer interaction: a transcriptomic meta-analysis,New Phytologist,10.1111/nph.13009,FALSE,FALSE,FALSE,FALSE,Y,NA
MA229,N,Y,"NA",Y,We provide a rigorous meta-analysis of 110 marine experiments that manipulated the species richness and analysed some ecosystem response.,253,Y,Straightforwardly claims to be a meta-analysis,2015,Marine biodiversity and ecosystem functioning: what's known and what's next?,Oikos,10.1111/oik.01549,FALSE,FALSE,FALSE,FALSE,Y,NA
