search_id,software_details,software_pageref,version_specified,version_details,is_r_package,package_location,r_packages_mentioned,software_cited,citation_details,notes
MA124,R,1433,Y,3.0.1,N,N/A,Y,Y,"R Core Team (2015) R: A language and environment for statistical computing. R Foundation for Statistical Computing, Vienna, Austria. URL https://www.R-project.org/.",NA
MA124,MCMCglmm,1433,N,NA,Y,CRAN,N/A,Y,"Hadfield JD (2010) MCMC methods for multi-response generalized linear mixed models: the MCMCglmm R Package. Journal of Statistical Software, 33, 1–22.",NA
MA135,PlotDigitizer,338,Y,2.6.3,N,N/A,N/A,T,"SourceForge, DHI Group Inc, New York, New York, USA",NA
MA135,R,341,N,NA,N,N/A,Y,N,NA,Only mentioned implicitly through the mention of R packages
MA135,MCMCglmm,341,N,NA,Y,CRAN,N/A,Y,"Hadfield, J.D. (2010). MCMCglmm: Markov chain Monte Carlo methods for generalised linear mixed models.",NA
MA135,MuMIn,341,N,NA,Y,CRAN,N/A,N,NA,NA
MA145,R,366,Y,3.2.2,N,N/A,Y,Y,R Development Core Team. 2015. R: a language and environment for statistical computing. Vienna (Austria): R Foundation for Statistical Computing.,NA
MA145,MCMCglmm,365,N,NA,Y,CRAN,N/A,Y,Hadfield JD. 2010. MCMC methods for multi-response generalized linear mixed models: the MCMCglmm R package. J Stat Soft. 33:1–22.,NA
MA145,metafor,366,N,NA,Y,CRAN,N/A,Y,Viechtbauer W. 2010. Conducting meta-analyses in R with the metafor package. J Stat Softw. 36:1–48.,NA
MA159,R,2009,N,NA,N,N/A,Y,Y,"R Development Core Team (2015) R: a language and environment for statistical computing. R Foundation for Statistical Computing, Vienna, Austria, http://www.R-project.org",NA
MA159,MCMCglmm,2010,N,NA,Y,CRAN,N/A,Y,Hadfield JD (2010) MCMC methods for multi-response generalized linear mixed models: the MCMCglmm R package. J Stat Softw 33:1–22,NA
MA159,metafor,2011,N,NA,Y,CRAN,N/A,Y,Viechtbauer W (2010) Conducting meta-analyses in R with the metafor package. J Stat Softw 36:1–48,NA
MA180,R,1562,Y,2.15.2,N,N/A,Y,Y,"R Development Core Team (2012) R: A Language and Environment for Statistical Computing. R Foundation for Statistical Computing, Vienna, Austria. Available at http://www.R-project.org. ISBN 3-900051-07-0",NA
MA180,MCMCglmm,1560,N,NA,Y,CRAN,N/A,Y,"Hadfield JD (2010) MCMC methods for multi-response generalized linear mixed models: the MCMCglmm R package. Journal of Statistical Software, 33, 1–22.",NA
MA180,metafor,1562,N,NA,Y,CRAN,N/A,Y,"Viechtbauer W (2010) Conducting meta-analyses in R with metafor package. Journal of Statistical Software, 36, 1–48.",NA
MA180,Cervus,1560,Y,3.0,N,N/A,N/A,Y,"Marshall TC, Slate J, Kruuk LEB, Pemberton JM (1998) Statistical confidence for likelihood-based paternity inference in natural populations. Molecular Ecology, 7, 639–655.",NA
MA180,GENALEX,1560,Y,6.5,N,N/A,N/A,Y,"Peakall R, Smouse PE (2012) GenAlEx 6.5: genetic analysis in Excel. Population genetic software for teaching and research - An update. Bioinformatics, 28, 2537–2539.",NA
MA188,GraphClick,652,N,NA,N,N/A,N/A,Y,"Boyle,M.A., A.L.Samaha,A.M.Rodewald, and A.N.Hoffmann.2013. Evaluation of the reliability and validity of GraphClick as a data extraction program. Computers in Human Behavior 29:1023–1027.",NA
MA188,R,652,Y,3.1.1,N,N/A,Y,Y,R Development Core Team. 2014. R: a language and environment for statistical computing. Version 3.1.1 http://www.r-project.org.,NA
MA188,metafor,652,N,NA,Y,CRAN,N/A,Y,"Viechtbauer, W. 2010. Conducting meta-analyses in R with the metafor package. Journal of Statistical Software 36:1–48.",NA
MA188,MCMCglmm,652,N,NA,Y,CRAN,N/A,Y,"Hadfield, J. D. 2010. MCMC methods for multi-response generalized linear mixed models: the MCMCglmm R package. Journal of Statistical Software 33:1–22.",NA
MA198,ARLSUMSTAT,4592,Y,3.5,N,N/A,N/A,Y,"Excoffier L, Lischer HEL (2010) Arlequin suite ver 3.5: a new series of programs to perform population genetics analyses under Linux and Windows. Molecular ecology resources, 10, 564–567.",NA
MA198,ADZE,4592,Y,1.0,N,N/A,N/A,Y,"Szpiech ZA, Jakobsson M, Rosenberg NA (2008) ADZE: a rarefaction approach for counting alleles private to combinations of populations. Bioinformatics, 24, 2498–2504.",NA
MA198,R,4592,Y,2.13,N,N/A,Y,N,NA,NA
MA198,ecodist,4592,N,NA,Y,CRAN,N/A,Y,"Goslee SC, Urban DL (2007) The ecodist package for dissimilarity-based analysis of ecological data. Journal of Statistical Software, 22, 1–19.",NA
MA198,MCMCglmm,4593,N,NA,Y,CRAN,N/A,Y,"Hadfield JD (2010) MCMC methods for multi-response generalized linear mixed models: the MCMCglmm R package. Journal of Statistical Software, 33, 1–22.",NA
MA198,randomForest,4594,N,NA,Y,CRAN,N/A,Y,"Liaw A, Wiener M (2002) Classification and regression by randomForest. R News, 2, 18–22.",NA
MA198,abc,4594,N,NA,Y,CRAN,N/A,Y,"Csillery K, Franc ?ois O, Blum MGB (2012) abc: an R package for approximate Bayesian computation (ABC). Methods in Ecology and Evolution, 3, 475–479.",NA
MA215,R,178,Y,3.0.2,N,N/A,Y,Y,"R Core Team (2013) R: A Language and Environment for Statistical Computing. R Foundation for Statistical Computing, Vienna, Austria.",NA
MA215,MCMCglmm,178,N,NA,Y,CRAN,N/A,Y,"Hadfield, J. (2010) MCMC methods for multi-response generalized linear mixed models: the MCMCglmm R package. Journal of Statistical Software, 33, 1–22.",NA
MA215,Phylocom,177,N,NA,N,N/A,N/A,Y,"Webb, C.O., Ackerly, D.D. & Kembel, S.W. (2008) Phylocom: software for the analysis of phylogenetic community structure and trait evolution. Bioinformatics, 24, 2098–2100.",NA
MA215,Phylomatic,177,N,NA,N,N/A,N/A,Y,"Webb, C.O. & Donoghue, M.J. (2005) Phylomatic: tree assembly for applied phylogenetics. Molecular Ecology Notes, 5, 181–183.",NA
MA215,phytools,179,N,NA,Y,CRAN,N/A,Y,"Revell, L.J. (2013) Two new graphical methods for mapping trait evolution on phylogenies (ed R Freckleton). Methods in Ecology and Evolution, 4, 754–759.",NA
MA222,R,1021,N,NA,N,N/A,Y,N,NA,Only mentioned implicitly through the mention of R packages
MA222,MCMCglmm,1021,N,NA,Y,CRAN,N/A,Y,"Hadfield, J. D. (2010). MCMC methods for multi-response generalized linear mixed models: the MCMCglmm R Package. Journal of Statistical Software 33, 1–22.",NA
MA222,ape,1021,N,NA,Y,CRAN,N/A,Y,"Paradis, E., Claude, J. & Strimmer, K. (2004). APE: analyses of phylogenetics and evolution in R language. Bioinformatics 20, 289–290.",NA
MA222,metafor,1026,N,NA,Y,CRAN,N/A,Y,"Viechtbauer, W. (2010). Conducting meta-analyses in R with the metafor package. Journal of Statistical Software 36, 1–48.",NA
MA020,R,1787,N,NA,N,N/A,Y,Y,"R Development Core Team ( 2015 ). R: A Language and Environment for Statistical Computing. R Foundation for Statistical Computing, Vienna. Available at http://www.R-project.org. Accessed 00.12.2015.",NA
MA020,raster,1787,Y,2.2-31,Y,CRAN,N/A,Y,"Hijmans, R. J. ( 2014 ). raster: geographic data analysis and modeling. R package, version2.2-31.Availableathttp://CRAN.R-project.org/package=raster. Accessed 00.9.2015.",NA
MA020,rgdal,1787,N,NA,Y,CRAN,N/A,N,NA,NA
MA020,maptools,1787,N,NA,Y,CRAN,N/A,N,NA,NA
MA020,dismo,1787,N,NA,Y,CRAN,N/A,Y,"Hijmans, R. J., Phillips, S., Leathwick, J. & Elith, J. ( 2012 ). Package ‘dismo’. Available at http://cran.r-project.org/web/packages/dismo/index.html. Accessed 00.10.2015.",NA
MA020,metafor,1788,N,NA,Y,CRAN,N/A,Y,"Viechtbauer, W. ( 2010 ). Conducting meta-analyses in R with the metafor package. Journal of Statistical Software 36, 1–48.",NA
MA020,lme4,1789,N,NA,Y,CRAN,N/A,Y,"Bates, D., Maechler, M., Bolker, B. & Walker, S. ( 2015 ). Fitting linear mixed-effects models using lme4. Journal of Statistical Software 67, 1–48.",NA
MA024,R,1174,N,NA,N,N/A,Y,N,NA,Only mentioned implicitly through the mention of R packages
MA024,metafor,1174,N,NA,Y,CRAN,N/A,Y,"Viechtbauer, W. (2010) Conducting meta-analyses in R with the metafor package. Journal of Statistical Software, 36, 1–48.",NA
MA062,GraphClick,1111,N,NA,N,N/A,N/A,T,http://www.arizona-software.ch/graphclick/,NA
MA062,R,1114,Y,3.4.0,N,N/A,Y,Y,"R Core Team ( 2016 ). R: A Language and Environment for Statistical Computing. Vienna, Austria. URL https://www.R-project.org/.",NA
MA062,mice,1114,N,NA,Y,CRAN,N/A,Y,"van Buuren, S. & Groothuis-Oudshoorn, K. ( 2011 ). mice: multivariate imputation by chained equations in R. Journal of Statistical Software 45, 1–67.",NA
MA062,metafor,1114,N,NA,Y,CRAN,N/A,Y,"Viechtbauer, W. ( 2010 ). Conducting meta-analyses in R with the metafor package. Journal of Statistical Software 36, 1–48.",NA
MA067,GetData Graph Digitizer,303,N,NA,N,N/A,N/A,N,NA,NA
MA067,R,306,Y,3.2.3,N,N/A,Y,Y,"R Core Team. (2013). R: A language and environment for statistical computing. Vienna, Austria: R Foundation for Statistical Computing.",NA
MA067,compute.es,303,N,NA,Y,CRAN,N/A,Y,"Del Re, A. (2010). compute.es: Compute effect sizes. R package.",NA
MA067,glmulti,305,N,NA,Y,CRAN,N/A,Y,"Calcagno, V., & de Mazancourt, C. (2010). glmulti: An R package for easy automated model selection with (generalized) linear models. Journal of Statistical Software, 34, 1–29. https://doi.org/10.18637/jss.v034.i12",NA
MA067,metafor,305,N,NA,Y,CRAN,N/A,Y,"Viechtbauer, W. (2010). Conducting meta- analyses in R with the metafor package. Journal of Statistical Software, 36, 1–48.",NA
MA067,rotl,306,N,NA,Y,CRAN,N/A,Y,"Michonneau, F., Brown, J. W., & Winter, D. J. (2016). rotl: An R package to interact with the Open Tree of Life data. Methods in Ecology and Evolution, 7, 1476–1481. https://doi.org/10.1111/2041-210X.12593",NA
MA067,ape,306,N,NA,Y,CRAN,N/A,Y,"Paradis, E., Claude, J., & Strimmer, K. (2004). APE: Analyses of phylogenetics and evolution in R language. Bioinformatics, 20, 289–290. https://doi.org/10.1093/bioinformatics/btg412",NA
MA048,R,175,Y,2.14.1,N,N/A,Y,T,< www.r-project.org >,NA
MA048,metafor,175,N,NA,Y,CRAN,N/A,Y,"Viechtbauer, W. 2010. Conducting meta-analysis in R with the metafor package. – J. Stat. Soft. 36: 1–48.",NA
MA048,vif,176,N,NA,Y,CRAN,N/A,Y,"Lin, D. et al. 2011. VIF regression: a fast regression algorithm for large data. – J. Am. Stat. Ass. 106: 232–247.",NA
MA195,GetData Graph Digitizer,815,Y,2.25,N,N/A,N/A,T,Fedorov 2012; software available online - getdata-graph-digitizer.com,There is a special footnote with a link to the website
MA195,ArcGIS,815,Y,10,N,N/A,N/A,N,NA,NA
MA195,R,818,Y,3.0.1,N,N/A,Y,Y,"R Development Core Team. 2013. R version 3.0.1. R: A language and environment for statistical computing. R Foundation for Statistical Computing, Vienna, Austria.",NA
MA195,metafor,818,N,NA,Y,CRAN,N/A,N,NA,NA
MA195,lme4,818,N,NA,Y,CRAN,N/A,N,NA,NA
MA195,languageR,818,N,NA,Y,CRAN,N/A,N,NA,NA
MA001,WebPlotDigitizer,1787,N,NA,N,N/A,N/A,Y,"Rohatgi, A. (2015) WebPlotDigitizer. http://arohatgi.info/WebPlotDigitizer/",NA
MA001,R,1787,N,NA,N,N/A,Y,Y,"R Development Core Team (2015) R: A Language and Environment for Statistical Computing. R Foundation for Statistical Computing, Vienna, Austria.",NA
MA001,metafor,1787,N,NA,Y,CRAN,N/A,Y,"Viechtbauer, W. (2010) Conducting meta-analyses in R with the metafor package. Journal of Statistical Software, 36, 1–48.",NA
MA005,DataThief III,1481,N,NA,N,N/A,N/A,Y,"Tummers, B. (2006) Data Thief III. Available at: http://datathief.org/. Last accessed date, September 12, 2016.",NA
MA005,R,1482,Y,3.2.3,N,N/A,Y,Y,"R Core Team (2015). R: A language and environment for statistical computing. R Foundation for Statistical Computing, Vienna, Austria. URL https://www.R-project.org/.",NA
MA005,ape,1482,N,NA,Y,CRAN,N/A,Y,"Paradis, E., Claude, J. & Strimmer, K. (2004). APE: analyses of phylogenetics and evolution in R language. Bioinformatics, 20, 289–290.",NA
MA005,metafor,1482,Y,1.9-9,Y,CRAN,N/A,Y,"Viechtbauer, W. (2010). Conducting meta-analyses in R with the metafor package. J. Stat. Softw., 36, 1–48.",NA
MA010,R,1398,Y,3.1.2,N,N/A,Y,Y,"R Core Team (2014) R: A Language and Environment for Statistical Computing. R Foundation for Statistical Computing, Vienna, Austria. Available at: http://www.r-project.org/ (accessed 8 February 2015)",NA
MA010,metafor,1397,N,NA,Y,CRAN,N/A,Y,"Viechtbauer, W. (2010) Conducting meta-analyses in R with the metafor package. Journal of Statistical Software, 36, 1–48.",NA
MA010,lme4,1398,N,NA,Y,CRAN,N/A,Y,"Bates, D., Maechler, M., Bolker, B. & Waler, S. (2015) Fitting linear mixed-effects models using lme4. Journal of Statistical Software, 67, 1–48.",NA
MA010,merTools,1398,Y,0.2.1,Y,CRAN,N/A,Y,"Knowles, J.E. & Frederick, C. (2016) merTools: Tools for analyzing mixed effect regression models 0.2.1. Available at: https://cran.r-project.org/web/packages/merTools/merTools.pdf (accessed 4 April 2016)",NA
MA014,GraphClick,1730,N,NA,N,N/A,N/A,T,http://www.arizona-software.ch/graphclick/,NA
MA014,R,1730,N,NA,N,N/A,Y,N,NA,Only mentioned implicitly through the mention of R packages
MA014,metafor,1730,N,NA,Y,CRAN,N/A,Y,"Viechtbauer, W. (2010) Conducting meta-analyses in R with the metafor package. Journal of Statistical Software, 36, 1–48.",NA
MA028,ImageJ,774,Y,1.48,N,N/A,N/A,Y,"Rasband, W. S. 1997–2016. ImageJ, < http://imagej.nih.gov/ij >. – US Nat. Inst. of Health, Bethesda, MD, USA.",NA
MA028,R,776,Y,3.2.2,N,N/A,Y,T,< www.r-project.org >,NA
MA028,ape,776,N,NA,Y,CRAN,N/A,Y,"Paradis, E. et al. 2004. APE: analyses of phylogenetics and evolution in R language. – Bioinformatics 20: 289–290.",NA
MA028,metafor,776,N,NA,Y,CRAN,N/A,Y,"Viechtbauer, W. 2010. Conducting meta-analyses in R with the metafor package. – J. Stat. Softw. 36: 1–48.",NA
MA037,DataThief III,1028,N,NA,N,N/A,N/A,Y,"Tummers, B. 2006. DataThief III. http://datathief.org/",NA
MA037,R,1029,Y,3.2.3,N,N/A,Y,Y,"R Development Core Team. 2011. R: a language and environment for statistical computing. R Foundation for Statistical Computing, Vienna, Austria. http://www.R-project.org/",NA
MA037,metafor,1029,N,NA,Y,CRAN,N/A,Y,"Viechtbauer, W. 2010. Conducting meta- analyses in R with the metafor package. Journal of Statistical Software 36:1–48.",NA
MA037,rvest,1029,Y,0.3.1,Y,CRAN,N/A,Y,"Wickham, H. 2015. rvest: Easily Harvest (Scrape) Web Pages. R package version 0.3.1. https://CRAN.R-project.org/package=rvest",NA
MA039,R,350,N,NA,N,N/A,Y,N,NA,Only mentioned implicitly through the mention of R packages
MA039,vegan,350,Y,2.3-0,Y,CRAN,N/A,Y,"Oksanen, J., Blanchet, F.G., Kindt, R., Legendre, P., Minchin, P.R., O’Hara, R.B. et al. (2015). vegan: Community Ecology Package.",NA
MA039,metafor,350,Y,1.9-5,Y,CRAN,N/A,Y,"Viechtbauer, W. (2010). Conducting Meta-Analyses in R with the metafor Package. J. Stat. Softw., 36, 1–48.",NA
MA044,R,267,Y,3.2.2,N,N/A,Y,Y,R Development Core Team. (2015). A language and environment for statistical computing. R version 3.2.2. R Foundation for Statistical Computing. Vienna.,NA
MA044,metafor,267,N,NA,Y,CRAN,N/A,Y,"Viechtbauer, W. (2010). Conducting meta-analyses in R with the metafor package. J. Stat. Softw., 36, 1–48.",NA
MA138,R,183,Y,3.1.2,N,N/A,Y,N,NA,NA
MA138,metafor,183,N,NA,Y,CRAN,N/A,Y,"Viechtbauer, W. (2010) Conducting meta-analyses in R with the metafor package. Journal of Statistical Software, 36, 1–48.",NA
MA138,Techdig,183,Y,2.0,N,N/A,N/A,Y,"Jones, R.B. (2007) TechDig. Microsoft Corporation. Collaborative Computational Program, www.ccp14.ac.uk.",NA
MA140,R,205,N,NA,N,N/A,Y,Y,"R Core Team. (2013). R: A language and environment for statistical computing. Vienna, Austria: The R Foundation for Statistical Computing. Retrieved from http://www.r-project.org/.",NA
MA140,weights,205,Y,0.75,Y,CRAN,N/A,Y,"Pasek, J. (2012). weights: Weighting and weighted statistics (R package), version 0.75. http://CRAN.R-project.org/package¼weights.",NA
MA140,metafor,205,N,NA,Y,CRAN,N/A,Y,"Viechtbauer, W. (2010). Conducting meta-analyses in R with the metafor package. Journal of Statistical Software, 36, 1e48.",NA
MA147,R,64,N,NA,N,N/A,Y,N,NA,NA
MA147,metafor,66,N,NA,Y,CRAN,N/A,N,NA,NA
MA147,lme4,70,N,NA,Y,CRAN,N/A,N,NA,Inferred from reference to lmer function in article
MA149,WebPlotDigitizer,860,N,NA,N,N/A,N/A,Y,"Rohatgi, A. (2011) WebPlotDigitizer. http://arohatgi.info/WebPlotDigitizer/app/.",NA
MA149,ArcMap,860,Y,10.0,N,N/A,N/A,T,"ESRI, Inc., Redlands, CA",NA
MA149,R,861,Y,3.2.2,N,N/A,Y,Y,"R Core Team. (2013) R 3.0. Vienna, Austria.",NA
MA149,metafor,861,Y,1.9-8,Y,CRAN,N/A,Y,"Viechtbauer, W. (2010) Conducting meta-analyses in R with the metafor package. Journal of Statistical Software, 36, 1–48.",NA
MA164,JMP,1871,Y,9.0.3,N,N/A,N/A,Y,"SAS Institute Inc. (2010) JMP v. 9.03., Cary, NC, USA",NA
MA164,R,1871,Y,3.1.2,N,N/A,Y,Y,"Development Core Team R (2014) R: a language and environment for statistical computing. R Foundation for Statistical Computing, Vienna",NA
MA164,GraphClick,1871,Y,3.0.2,N,N/A,N/A,T,http://www.arizona-software.ch/,NA
MA164,metafor,1872,Y,1.9.2,Y,CRAN,N/A,Y,Viechtbauer W (2010) Conducting meta-analyses in R with the metafor Package. J Stat Softw 36:1–48,NA
MA169,ImageJ,880,Y,1.47t,N,N/A,N/A,T,http://rsb.info.nih.gov/ij,NA
MA169,WebPlotDigitizer,880,Y,2.5,N,N/A,N/A,T,http://www.arohatgi.info/WebPlotDigitizer,NA
MA169,R,880,N,NA,N,N/A,Y,Y,"R Development Core Team (2011). R: A Language and Environment for Statistical Computing. R Foundation for Statistical Computing, Viena.",NA
MA169,metafor,880,N,NA,Y,CRAN,N/A,Y,"Viechtbauer, W. (2010). Conducting meta-analyses in R with the metafor package. Journal of Statistical Software 36, 1–48.",NA
MA178,R,487,N,NA,N,N/A,Y,Y,"R Core Team. (2013). R: A Language and Environment for Statistical Computing. R Foundation for Statistical Computing, Vienna, Austria.",NA
MA178,multcomp,487,N,NA,Y,CRAN,N/A,Y,"Benjamini, Y. & Hochberg, Y. (1995). Controlling the false discovery rate: a practical and powerful approach to multiple testing. J. R. Stat. Soc. Ser. B Methodol. 57, 289–300.",NA
MA178,metafor,487,N,NA,Y,CRAN,N/A,Y,"Viechtbauer, W. (2010). Conducting meta-analyses in R with the metafor package. J. Stat. Softw., 36, 1–48.",NA
MA183,R,960,N,NA,N,N/A,Y,Y,R Development Core Team. 2011. R: a language and environment for statistical computing. Vienna (Austria): R Foundation for Statistical Computing.,NA
MA183,ASReml-R,960,N,NA,N,N/A,N/A,Y,"Butler D, Cullis BR, Gilmour AR, Gogel BJ. 2007. ASReml-S reference manual. Brisbane (Australia): Dept. of Primary Industries and Fisheries.","This is a non-CRAN, commercial R package?"
MA183,metafor,962,N,NA,Y,CRAN,N/A,Y,Viechtbauer W. 2010. Conducting meta-analyses in R with the metafor package. J Stat Soft. 36:1–48.,NA
MA184,R,842,N,NA,N,N/A,Y,Y,"R Core Development Team (2012) R: A Language and Environment for Statistical Computing. R Foundation for Statistical Computing, Vienna. URL http://www.R-project.org (Accessed October 12, 2012).",NA
MA184,metafor,842,N,NA,Y,CRAN,N/A,Y,"Viechtbauer, W. (2010) Conducting meta-analyses in R with the metafor package. Journal of Statistical Software, 36, 1–48.",NA
MA187,R,586,Y,3.0.2,N,N/A,Y,Y,"R Core Team (2013). R: A language and Environment. R Foundation, Vienna, Austria.",NA
MA187,rmeta,586,Y,2.16,Y,CRAN,N/A,Y,"Lumley, T. (2012). rmeta: Meta-analysis. R package version 2.16. http://cran.r-project.org/web/packages/rmeta/index.html.",NA
MA187,metafor,586,N,NA,Y,CRAN,N/A,Y,"Viechtbauer, W. (2010). Conducting Meta-Analyses in R with the metafor Package. J. Stat. Softw., 36, 1–48.",NA
MA053,PlotDigitizer,140,N,NA,N,N/A,N/A,N,NA,NA
MA053,R,141,Y,3.4.1,N,N/A,Y,Y,"R Development Core Team, R. (2011). R: A language and environment for statistical computing R. D. C. Team, ed. R Foundation for Statistical Computing, 1(2.11.1), p.409. Available at: http://www.r-project.org. Last accessed 18 October 2017",NA
MA053,multcomp,141,N,NA,Y,CRAN,N/A,N,NA,NA
MA053,metafor,141,N,NA,Y,CRAN,N/A,Y,"Viechtbauer, W. (2010). Conducting meta-analysis in R with the metafor package. J. Stat. Softw., 36, 1–48.",NA
MA055,R,131,N,NA,N,N/A,Y,Y,"R Core Team. 2014. R: a language and environment for statistical computing. Vienna, Austria: R Foundation for Statistical Computing.",NA
MA055,metafor,131,N,NA,Y,CRAN,N/A,Y,Viechtbauer W. 2010. Conducting meta-analyses in R with the metafor package. Journal of Statistical Software 36: 1–48.,NA
MA055,plyr,131,N,NA,Y,CRAN,N/A,Y,Wickham H. 2011. The split-apply-combine strategy for data analysis. Journal of Statistical Software 40: 1–29.,NA
MA055,ggplot2,131,N,NA,Y,CRAN,N/A,Y,"Wickham H. 2009. ggplot2: elegant graphics for data analysis. New York, USA: Springer-Verlag.",NA
MA057,GetData Graph Digitizer,152,N,NA,N,N/A,N/A,T,http://www.getdata-graph-digitizer.com,NA
MA057,R,153,N,NA,N,N/A,Y,Y,"R Development Core Team. (2015). R: A language and environment for statistical computing. Vienna, Austria: R Foundation for Statistical Computing, Available from: http://www.R-project.org.",NA
MA057,metafor,153,N,NA,Y,CRAN,N/A,Y,"Viechtbauer, W. (2010). Conducting meta- analyses in R with the metafor package. Journal of Statistical Software, 36, 1–48.",NA
MA058,R,7,Y,3.1.2,N,N/A,Y,Y,"RCore Team. 2014. R: A language and environment for statistical computing. R Foundation for Statistical Computing, Vienna, Austria. www.r-project.org",NA
MA058,metafor,7,N,NA,Y,CRAN,N/A,Y,"Viechtbauer, W. 2010. Conducting meta-analyses in R with the metafor package. Journal of Statistical Software 36:1–48.",NA
MA058,PlotDigitizer,p.1 Appendix S1,Y,2.6.8,N,N/A,N/A,T,http://plotdigitizer.sourceforge.net,NA
MA058,maps,p.3 Appendix S1,N,NA,Y,CRAN,N/A,T,https://CRAN.R‐project.org/package=maps,NA
MA117,WebPlotDigitizer,352,Y,2.6,N,N/A,N/A,T,http://arohatgi.info/WebPlotDigitizer/,NA
MA117,R,352,N,NA,N,N/A,Y,N,NA,Only mentioned implicitly through the mention of R packages
MA117,picante,352,N,NA,Y,CRAN,N/A,Y,"Kembel, S. W., Cowan, P. D., Helmus, M. R., Cornwell, W. K., Morlon, H., Ackerly, D. D., Blomberg, S. P. & Webb, C. O. (2010). Picante: R tools for integrating phylogenies and ecology. Bioinformatics 26, 1463–1464.",NA
MA117,metafor,352,Y,1.9-2,Y,CRAN,N/A,Y,"Viechtbauer, W. (2010). Conducting meta-analyses in R with the metafor package. Journal of Statistical Software 36, 1–48.",NA
MA119,R,473,N,NA,N,N/A,Y,Y,"RCoreTeam(2014).R:ALanguageandEnvironmentforStatisticalComputing.Rfoundation for Statistical Computing, Vienna.",NA
MA119,metafor,473,N,NA,Y,CRAN,N/A,Y,"Viechtbauer, W. (2010). Conducting meta-analyses in R with the metafor package. Journal of Statistical Software 36, 1–48.",NA
MA119,phytools,473,N,NA,Y,CRAN,N/A,Y,"Revell, L. J. (2012). phytools: an R package for phylogenetic comparative biology (and other things). Methods in Ecology and Evolution 3, 217–223.",NA
MA119,JMP,474,Y,8.0.2,N,N/A,N/A,Y,"SAS Institute Inc. (2009). JMP, Version 8.0.2. SAS Institute, Inc., Cary.",NA
MA121,R,1207,Y,3.2.0,N,N/A,Y,Y,"R Development Core Team (2007) R: a language and environment for statistical computing. R foundation for Statistical Computing, Vienna",NA
MA121,Rstudio,1207,Y,0.98.1103,N,N/A,N/A,T,"(v.0.98.1103; RStudio, Boston, MA, USA)",NA
MA121,metafor,1207,N,NA,Y,CRAN,N/A,Y,Viechtbauer W (2010) Conducting meta-analyses in R with the metafor package. J Stat Softw 36:1–48,NA
MA121,ImageJ,1207,N,NA,N,N/A,N/A,Y,"Abràmoff MD, Magalhães PJ, Ram SJ (2004) Image processing with ImageJ. Biophotonics Int 11:36–42",NA
MA121,AICcmodavg,1207,Y,1,Y,CRAN,N/A,Y,Mazerolle M (2011) AICcmodavg: model selection and multimodel inference based on (Q) AIC (c). R package version 1,NA
MA123,R,286,N,NA,N,N/A,Y,N,NA,Only mentioned implicitly through the mention of R packages
MA123,metafor,286,N,NA,Y,CRAN,N/A,Y,Viechtbauer W. 2010. Conducting meta-analyses in R with the metafor package. Journal of Statistical Software 36: 1–48.,NA
MA128,R,630,Y,3.0.1,N,N/A,Y,Y,"R Development Core Team (2014) R: A language and environment for statistical computing. R Foundation for Statistical Computing, Vienna",NA
MA128,metafor,630,N,NA,Y,CRAN,N/A,Y,Viechtbauer W (2010) Conducting meta-analyses in R with the metafor package. J Stat Softw 36:1–48,NA
MA199,DataThief III,951,N,NA,N,N/A,N/A,T,< www.datathief.org >,NA
MA199,R,952,Y,3.0.3,N,N/A,Y,T,<www.R-project.org/>,NA
MA199,lmerTest,952,Y,2.0-11,Y,CRAN,N/A,Y,"Kuznetsova, A. et al. 2014. lmerTest: tests for random and fixed effects for linear mixed effect models (lmer objects of lme4 package). – R package ver. 2.0-11.",NA
MA199,ggplot2,952,N,NA,Y,CRAN,N/A,Y,"Wickham, H. 2009. ggplot2: elegant graphics for data analysis. – Springer.",NA
MA199,metafor,952,N,NA,Y,CRAN,N/A,Y,"Viechtbauer, W. 2010. Conducting meta-analyses in R with the metafor package. – J. Stat. Softw. 36: 1–48.",NA
MA201,WebPlotDigitizer,1549,Y,2.6,N,N/A,N/A,T,"(v 2.6 released 10/20/2013, author Ankit Rohatg, http://arohatgi.info/WebPlotDigitizer/)",NA
MA201,R,1549,Y,3.1.0,N,N/A,Y,Y,"R Core Team (2014) R: A Language and Environment for Statistical Computing. R Foundation for Statistical Computing, Vienna, Austria. Available at http://www.R-project.org/",NA
MA201,Rstudio,1549,Y,0.98.953,N,N/A,N/A,Y,"RStudio Team (2012) R Studio: Integrated Development for R. RStudio Inc, Boston, MA. Available at http://www.rstudio.com/",NA
MA201,metafor,1549,N,NA,Y,CRAN,N/A,Y,"Viechtbauer, W. (2010) Conducting meta-analyses in R with the metafor package. Journal of Statistical Software, 36, 1–48 URL http://www.jstatsoft.org/v36/i03/.",NA
MA204,R,1113,Y,3.0.1,N,N/A,Y,T,< www.r-project.org >,NA
MA204,ade4,1113,N,NA,Y,CRAN,N/A,Y,"Dray, S. and Dufour, A. B. 2007. The ade4 package: implementing the duality diagram for ecologists. – J. Stat. Softw. 22: 1–20.",NA
MA204,metafor,1113,N,NA,Y,CRAN,N/A,Y,"Viechtbauer, W. 2010. Conducting meta-analyses in R with the metafor package. – J. Stat. Softw. 36: 1–48.",NA
