"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"4UNS9FKK","journalArticle","2015","Tamburello, Laura; Maggi, Elena; Benedetti-Cecchi, Lisandro; Bellistri, Giuseppe; Rattray, Alex James; Ravaglioli, Chiara; Rindi, Luca; Roberts, Jason; Bulleri, Fabio","Data from: Variation in the impact of non-native seaweeds along gradients of habitat degradation: a meta-analysis and an experimental test","","","","10.5061/dryad.8fp98","","Biological invasions are acknowledged among the main drivers of global changes in biodiversity. Despite compelling evidence of species interactions being strongly regulated by environmental conditions, there is a dearth of studies investigating how the effects of non-native species vary among areas exposed to different anthropogenic pressures. Focusing on marine macroalgae, we performed a meta-analysis to test whether and how the direction and magnitude of their effects on resident communities and species varies in relation to cumulative anthropogenic impact levels. The relationship between human impact levels and non-native species impact intensity emerged only for a reduced subset of the response variables examined. Yet, there was a trend for the effects of non-native species on community biomass and abundance and on species abundance to become less negative at heavily impacted sites. By contrast, the magnitude of negative effects of seaweed on community evenness tended to increase with human impact levels. The hypothesis of decreasing severity of invader’ impacts along a gradient of habitat degradation was also tested experimentally at a regional scale by comparing the effects of the removal of non-native alga, Caulerpa cylindracea, on resident assemblages among rocky reefs exposed to different anthropogenic pressures. Assemblages at urban and pristine site did not differ when invaded, but did so when C. cylindracea was removed. Our results suggest that, despite the generally weak relationship between human impacts levels and non-native species impacts, more negative impacts can be expected in less stressful environments (i.e. less degraded or pristine sites), where competitive interactions are presumably the driving force structuring resident communities. Implementing strategies for controlling the establishment of non-native seaweeds should be, thus, considered a priority for preserving biodiversity in relatively pristine areas. On the other hand, control of invaders at degraded sites could be warranted to lessen their role as propagule sources.","2015-03-29","2018-07-24 08:25:18","2018-07-24 08:25:18","2018-07-24 08:25:18","","","","","","","","","","","","","","en","","","Dryad Digital Repository","","datadryad.org","","{:itemType: dataset}","","C:\Users\Steve\Zotero\storage\VW7GTJNU\Tamburello et al. - 2015 - Data from Variation in the impact of non-native s.pdf","","","meta-analysis; fish; biological invasions; invertebrates; anthropogenic disturbance; macroalgae; seagrasses","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TUFP78DJ","journalArticle","2015","Stephens, Andrea E. A.; Westoby, Mark","Effects of insect attack to stems on plant survival, growth, reproduction and photosynthesis","Oikos","","1600-0706","10.1111/oik.01809","http://onlinelibrary.wiley.com/doi/abs/10.1111/oik.01809","Studies of insect herbivory have mostly focused on leaf-feeding even though most woody plant biomass is stem tissue. Attack to stems has the potential to be more detrimental to plant performance than attack to leaves. Here we asked how severe is the impact of insect stem herbivory on plant performance. We quantify the effect of insect stem herbivory via a meta-analysis of 119 papers in 100 studies (papers by the same authors were treated as the same study). These studies involved 92 plant species and 70 species of insect herbivore (including simulated herbivory). Attack to plant stems reduced plant performance by an average of approximately 22%. Stem herbivory had greatest impacts on plant and branch survival, which was reduced by 63%. Measures of plant reproduction and vegetative biomass were reduced by 33% and 16% respectively, while measurements of photosynthetic rate were not significantly different between plants with and without stem herbivore attack. Stem herbivory led to a decline in leader performance but an increase in performance of laterals, highlighting the importance of plant compensation. Juvenile plants were more severely affected by stem herbivory than adult plants, and studies conducted in greenhouses found more severe effects than studies conducted in the field. Stem herbivory did not have a significant effects on any of the non-performance responses measured (defence compounds, SLA, root:shoot, phenology and plant carbon and nitrogen). We compare our results with results from various meta-analyses considering herbivory on other plant parts. The impact of insect herbivory to stems on plant performance appears at least as severe as insect herbivory to roots and leaves, if not more.","2015-03","2018-07-24 08:30:31","2018-07-24 08:31:12","2018-07-24 08:30:31","266-273","","3","124","","","","","","","","","","en","© 2014 The Authors","","","","Wiley Online Library","","SearchID: SSA SearchResultID: 208","","C:\Users\Steve\Zotero\storage\DSBNK9G2\Stephens and Westoby - Effects of insect attack to stems on plant surviva.pdf; C:\Users\Steve\Zotero\storage\Z2BN3K5Z\oik-01809.pdf; C:\Users\Steve\Zotero\storage\3S8TJ4ZI\other_responses.csv; C:\Users\Steve\Zotero\storage\EGXVQEDU\performance_responses.csv; C:\Users\Steve\Zotero\storage\ZP88NVZL\oik.html","","Scopus Search A: Meta-analysis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SUQRU4A6","document","2014","Stephens, Andrea E. A.","Stem herbivory meta-analysis","","","","","https://figshare.com/articles/Stem_herbivory_meta_analysis/1134246","Studies of insect herbivory have mostly focused on leaf-feeding even though most woody plant biomass is stem tissue. Attack to stems has the potential to be more detrimental to plant performance than attack to leaves. Here we asked how severe is the impact of insect stem herbivory on plant performance. We quantify the effect of insect stem herbivory via a meta-analysis of 119 papers in 100 studies (papers by the same authors were treated as the same study). These studies involved 92 plant species and 70 species of insect herbivore (including simulated herbivory).","2014-08-11","2018-07-24 08:36:18","2018-07-24 08:36:18","2018-07-24 08:36:18","","","","","","","","","","","","","","","","","","","Figshare","","DOI: 10.6084/m9.figshare.1134246.v1","","C:\Users\Steve\Zotero\storage\W4FP3J9N\1134246.pdf; C:\Users\Steve\Zotero\storage\487VKDZW\other_responses.csv; C:\Users\Steve\Zotero\storage\DXTRVA6F\performance_responses.csv","","","meta-analysis; herbivory; performance; stem; tree","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZBVDQDPK","journalArticle","2015","Anderegg, William R. L.","Spatial and temporal variation in plant hydraulic traits and their relevance for climate change impacts on vegetation","New Phytologist","","1469-8137","10.1111/nph.12907","http://nph.onlinelibrary.wiley.com/doi/abs/10.1111/nph.12907","Plant hydraulics mediate terrestrial woody plant productivity, influencing global water, carbon, and biogeochemical cycles, as well as ecosystem vulnerability to drought and climate change. While inter-specific differences in hydraulic traits are widely documented, intra-specific hydraulic variability is less well known and is important for predicting climate change impacts. Here, I present a conceptual framework for this intra-specific hydraulic trait variability, reviewing the mechanisms that drive variability and the consequences for vegetation response to climate change. I performed a meta-analysis on published studies (n = 33) of intra-specific variation in a prominent hydraulic trait – water potential at which 50% stem conductivity is lost (P50) – and compared this variation to inter-specific variability within genera and plant functional types used by a dynamic global vegetation model. I found that intra-specific variability is of ecologically relevant magnitudes, equivalent to c. 33% of the inter-specific variability within a genus, and is larger in angiosperms than gymnosperms, although the limited number of studies highlights that more research is greatly needed. Furthermore, plant functional types were poorly situated to capture key differences in hydraulic traits across species, indicating a need to approach prediction of drought impacts from a trait-based, rather than functional type-based perspective.","2015-02","2018-07-24 08:38:28","2018-07-24 08:39:18","2018-07-24 08:38:28","1008-1014","","3","205","","","","","","","","","","en","© 2014 The Authors. New Phytologist © 2014 New Phytologist Trust","","","","Wiley Online Library","","SearchID: SSA SearchResultID: 210","","C:\Users\Steve\Zotero\storage\HN7ZKXN8\Anderegg - Spatial and temporal variation in plant hydraulic .pdf; C:\Users\Steve\Zotero\storage\DQUBBERV\nph12907-sup-0001-suppinfo.docx; C:\Users\Steve\Zotero\storage\VTL2QD8U\nph.html","","Scopus Search A: Meta-analysis","climate change; biosphere–atmosphere interactions; ecosystem shift; forest mortality; tree physiology; vegetation model","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AVIF5N4Y","journalArticle","2015","Yuan, Z. Y.; Chen, Han Y. H.","Negative effects of fertilization on plant nutrient resorption","Ecology","","1939-9170","10.1890/14-0140.1","http://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/14-0140.1","Plants in infertile habitats are thought to have a high rate of nutrient resorption to enable them reuse nutrients more efficiently than those in fertile habitats. However, there is still much debate on how plant nutrient resorption responds to nutrient availability. Here we used a meta-analysis from a global data set of 9703 observations at 306 sites from 508 published articles to examine the effects of nitrogen (N) and phosphorus (P) fertilization on plant foliar N and P concentrations and resorption efficiency. We found that N fertilization enhanced N concentration in green leaves by 27% and P fertilization enhanced green-leaf P by 73% on average. The N and P concentrations in senesced leaves also increased with respective nutrient fertilization. Resorption efficiencies (percentage of nutrient recovered from senescing leaves) of both N and P declined in response to respective nutrient fertilization. Combined N and P fertilization also had negative effects on both N and P resorption efficiencies. Whether nutrient resorption efficiency differs among plant growth types and among ecosystems, however, remains uncertain due to the limited sample sizes when analyzed by plant growth types or ecosystem types. Our analysis indicates that fertilization decreases plant nutrient resorption and the view that nutrient resorption is a critical nutrient conservation strategy for plants in nutrient-poor environments cannot be abandoned. The response values to fertilization presented in our analysis can help improve biogeochemical models.","2015-02","2018-07-25 02:29:00","2018-07-25 02:29:42","2018-07-25 02:29:00","373-380","","2","96","","","","","","","","","","en","© 2015 by the Ecological Society of America","","","","Wiley Online Library","","SearchID: SSA SearchResultID: 211","","C:\Users\Steve\Zotero\storage\JMW8WS8G\appendix-A.htm; C:\Users\Steve\Zotero\storage\AY8GCFY7\appendix-B.htm; C:\Users\Steve\Zotero\storage\PF8U6DNE\appendix-C.htm; C:\Users\Steve\Zotero\storage\7FEH9JYB\appendix-D.htm; C:\Users\Steve\Zotero\storage\SUC5J3NE\appendix-E.htm; C:\Users\Steve\Zotero\storage\3NQWGMLH\appendix-F.htm; C:\Users\Steve\Zotero\storage\WAQSNS8I\appendix-G.htm; C:\Users\Steve\Zotero\storage\9CUYYBX8\default.htm; C:\Users\Steve\Zotero\storage\XXEMWWCD\default.htm; C:\Users\Steve\Zotero\storage\G6UBF46N\ECOL_96_39.zip; C:\Users\Steve\Zotero\storage\ED9FGRMY\FigA1.jpg; C:\Users\Steve\Zotero\storage\PDACQ8MU\FigB1.jpg; C:\Users\Steve\Zotero\storage\PEVAIFE6\FigC1.jpg; C:\Users\Steve\Zotero\storage\6JPK6S9X\FigD1.jpg; C:\Users\Steve\Zotero\storage\BHN4LGJH\FigE1.jpg; C:\Users\Steve\Zotero\storage\J3H7JJL5\FigF1.jpg; C:\Users\Steve\Zotero\storage\FFJQECF3\FigG1.jpg; C:\Users\Steve\Zotero\storage\JHG9CHG5\Yuan and Chen - Negative effects of fertilization on plant nutrien.pdf; C:\Users\Steve\Zotero\storage\P7QKQAX3\header.htm; C:\Users\Steve\Zotero\storage\EZK2GZRD\14-0140.html; C:\Users\Steve\Zotero\storage\9BWQ64AS\suppl-1.htm; C:\Users\Steve\Zotero\storage\8STDHPSM\Thumbs.db; C:\Users\Steve\Zotero\storage\H44DRRIS\Yuan_and_Chen_data.csv; C:\Users\Steve\Zotero\storage\JDA5GSZS\Yuan_and_Chen_R_codes.R; C:\Users\Steve\Zotero\storage\A27EQ7KJ\Yuan_and_Chen_References.html","","Scopus Search A: Meta-analysis","fertilization; global data set; internal nutrient cycling; nitrogen and phosphorus; plant growth types; senesced vs. green leaves; soil fertility","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5N6GL97B","journalArticle","2016","Y. Yuan, Z.; Y. H. Chen, Han","Negative effects of fertilization on plant nutrient resorption","figshare","","","10.6084/m9.figshare.c.3307422.v1","https://figshare.com/collections/Negative_effects_of_fertilization_on_plant_nutrient_resorption/3307422","<p>Plants in infertile habitats are thought to have a high rate of nutrient resorption to enable them reuse nutrients more efficiently than those in fertile habitats. However, there is still much debate on how plant nutrient resorption responds to nutrient availability. Here we used a meta-analysis from a global data set of 9703 observations at 306 sites from 508 published articles to examine the effects of nitrogen (N) and phosphorus (P) fertilization on plant foliar N and P concentrations and resorption efficiency. We found that N fertilization enhanced N concentration in green leaves by 27% and P fertilization enhanced green-leaf P by 73% on average. The N and P concentrations in senesced leaves also increased with respective nutrient fertilization. Resorption efficiencies (percentage of nutrient recovered from senescing leaves) of both N and P declined in response to respective nutrient fertilization. Combined N and P fertilization also had negative effects on both N and P resorption efficiencies. Whether nutrient resorption efficiency differs among plant growth types and among ecosystems, however, remains uncertain due to the limited sample sizes when analyzed by plant growth types or ecosystem types. Our analysis indicates that fertilization decreases plant nutrient resorption and the view that nutrient resorption is a critical nutrient conservation strategy for plants in nutrient-poor environments cannot be abandoned. The response values to fertilization presented in our analysis can help improve biogeochemical models.</p>","2016-08-10","2018-07-25 02:31:58","2018-07-25 02:31:58","2018-07-25 02:31:58","","","","","","","","","","","","","","en","","","","","figshare.com","","","","C:\Users\Steve\Zotero\storage\3H6MUG6X\default.htm; C:\Users\Steve\Zotero\storage\DW8DGGDE\ECOL_96_39.zip; C:\Users\Steve\Zotero\storage\BC72JWWN\3307422.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A82PVP4K","journalArticle","2015","Valls, Audrey; Coll, Marta; Christensen, Villy","Keystone species: toward an operational concept for marine biodiversity conservation","Ecological Monographs","","1557-7015","10.1890/14-0306.1","http://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/14-0306.1","Various definitions and indices have been proposed in the literature to identify keystone species. In this study, we intended to make the concept of keystone species operational for marine biodiversity conservation. We used an exclusive definition of keystone species, based on the original concept of keystone predator, and derived a new functional index of keystoneness (KS) from an ecosystem-modeling approach. First, several KS indices were formulated, by combining measures of the mixed-trophic impact (MTI) and biomass of species. Then, a meta-analysis was performed, based on 101 published Ecopath food-web models, selected with a scoring method, and representative of the variety of marine ecosystems worldwide. The indices were applied to the models, and two statistical methods were compared to select the most promising KS index. Rank correlation tests were performed to assess the balance between the contribution of the impact and biomass components to the different KS indices. In addition, a classification tree was implemented, based on ecosystem-specific thresholds applied to the latter species traits, and used to confirm the identified keystone species. The selected index obtained the highest number of models with positive results from both the rank correlation tests and the classification tree. We also demonstrated the limitations of existing KS indices previously applied in the literature. Species were ranked according to their estimates of keystoneness with the selected KS index, so that potential keystone species were quantitatively identified in the 101 modeled food webs. The standardized modeling approach allowed for a comparison of the identified keystone species across models: cartilaginous fishes and toothed whales obtained the highest occurrences. Finally, the selected KS index was applied to the well-known case study of Prince William Sound (Alaska, USA). Potentially significant anthropogenic (fishing) impacts on keystone species were also considered and discussed. The operational methodology presented is directly applicable to marine food webs, and may be adapted to other (freshwater or terrestrial) systems.","2015-02","2018-07-25 02:42:25","2018-07-25 02:43:16","2018-07-25 02:42:25","29-47","","1","85","","","Keystone species","","","","","","","en","© 2015 by the Ecological Society of America","","","","Wiley Online Library","","SearchID: SSA SearchResultID: 212","","C:\Users\Steve\Zotero\storage\J6GD3SRI\appendix-A.htm; C:\Users\Steve\Zotero\storage\F2M2LD7A\appendix-A.pdf; C:\Users\Steve\Zotero\storage\B4G8FUWN\appendixB.htm; C:\Users\Steve\Zotero\storage\DTZMU6M2\appendixC.htm; C:\Users\Steve\Zotero\storage\F3T2BSIG\Valls et al. - Keystone species toward an operational concept fo.pdf; C:\Users\Steve\Zotero\storage\ASP89PBN\InputData.rar; C:\Users\Steve\Zotero\storage\WRFLJZD5\Rcode.R; C:\Users\Steve\Zotero\storage\AV32EIVT\14-0306.html; C:\Users\Steve\Zotero\storage\KWQG5FK2\suppl-1.htm","","Scopus Search A: Meta-analysis","meta-analysis; classification tree; Ecopath model; food-web structure; index of keystoneness; keystone species; marine ecosystems; mixed-trophic impact; rank correlation tests; scoring method","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8TN7HRSH","journalArticle","2016","Valls, Audrey; Coll, Marta; Christensen, Villy","Keystone species: toward an operational concept for marine biodiversity conservation","figshare","","","10.6084/m9.figshare.c.3309894.v1","https://figshare.com/collections/Keystone_species_toward_an_operational_concept_for_marine_biodiversity_conservation/3309894","<p>Various definitions and indices have been proposed in the literature to identify keystone species. In this study, we intended to make the concept of keystone species operational for marine biodiversity conservation. We used an exclusive definition of keystone species, based on the original concept of keystone predator, and derived a new functional index of keystoneness (KS) from an ecosystem-modeling approach. First, several KS indices were formulated, by combining measures of the mixed-trophic impact (MTI) and biomass of species. Then, a meta-analysis was performed, based on 101 published Ecopath food-web models, selected with a scoring method, and representative of the variety of marine ecosystems worldwide. The indices were applied to the models, and two statistical methods were compared to select the most promising KS index. Rank correlation tests were performed to assess the balance between the contribution of the impact and biomass components to the different KS indices. In addition, a classification tree was implemented, based on ecosystem-specific thresholds applied to the latter species traits, and used to confirm the identified keystone species. The selected index obtained the highest number of models with positive results from both the rank correlation tests and the classification tree. We also demonstrated the limitations of existing KS indices previously applied in the literature. Species were ranked according to their estimates of keystoneness with the selected KS index, so that potential keystone species were quantitatively identified in the 101 modeled food webs. The standardized modeling approach allowed for a comparison of the identified keystone species across models: cartilaginous fishes and toothed whales obtained the highest occurrences. Finally, the selected KS index was applied to the well-known case study of Prince William Sound (Alaska, USA). Potentially significant anthropogenic (fishing) impacts on keystone species were also considered and discussed. The operational methodology presented is directly applicable to marine food webs, and may be adapted to other (freshwater or terrestrial) systems.</p>","2016-08-10","2018-07-25 02:44:45","2018-07-25 02:44:45","2018-07-25 02:44:45","","","","","","","Keystone species","","","","","","","en","","","","","figshare.com","","","","C:\Users\Steve\Zotero\storage\VTJDZ5TK\3568704.zip; C:\Users\Steve\Zotero\storage\MRTPBUC7\3568713.zip; C:\Users\Steve\Zotero\storage\D6HAUKL7\appendix-A.htm; C:\Users\Steve\Zotero\storage\IZZ4VM8Y\appendix-A.pdf; C:\Users\Steve\Zotero\storage\DIFRA894\appendixB.htm; C:\Users\Steve\Zotero\storage\9MFPX54C\appendixC.htm; C:\Users\Steve\Zotero\storage\JLXA94YP\InputData.rar; C:\Users\Steve\Zotero\storage\V7EF7M98\Rcode.R; C:\Users\Steve\Zotero\storage\B93XSHNF\3309894.pdf; C:\Users\Steve\Zotero\storage\74UZLQVE\suppl-1.htm","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"33UE9UG5","journalArticle","2015","Fuiman, Lee A.; Connelly, Tara L.; Lowerre-Barbieri, Susan K.; McClelland, James W.","Egg boons: central components of marine fatty acid food webs","Ecology","","1939-9170","10.1890/14-0571.1","http://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/14-0571.1","Food web relationships are traditionally defined in terms of the flow of key elements, such as carbon, nitrogen, and phosphorus, and their role in limiting production. There is growing recognition that availability of important biomolecules, such as fatty acids, may exert controls on secondary production that are not easily explained by traditional element-oriented models. Essential fatty acids (EFAs) are required by most organisms for proper physiological function but are manufactured almost entirely by primary producers. Therefore, the flow of EFAs, especially docosahexaenoic acid (DHA), eicosapentaenoic acid (EPA), and arachidonic acid (ARA), through aquatic food webs is critical for ecosystem functioning. A meta-analysis of data on the EFA content of marine organisms reveals that individual eggs of marine animals have exceptionally high concentrations of EFAs, and that superabundances of eggs released in temporally and spatially discrete patches create rich, but temporary, nutritional resources for egg predators, called “egg boons.” Mortality rates of fish eggs are disproportionately higher than animals of similar size, and those eggs are consumed by predators, both larger and smaller than the adults that produce the eggs. Thus, egg boons are a major trophic pathway through which EFAs are repackaged and redistributed, and they are among the few pathways that run counter to the main direction of trophic flow. Egg boons can transport EFAs across ecosystems through advection of patches of eggs and spawning migrations of adults. Recognizing the significance of egg boons to aquatic food webs reveals linkages and feedbacks between organisms and environments that have important implications for understanding how food webs vary in time and space. Examples are given of top-down, bottom-up, and lateral control mechanisms that could significantly alter food webs through their effects on eggs. Our results suggest that trophodynamic food web models should include EFAs generally, and egg production and egg EFA content in particular.","2015-02","2018-07-25 03:21:32","2018-07-25 03:22:31","2018-07-25 03:21:32","362-372","","2","96","","","Egg boons","","","","","","","en","© 2015 by the Ecological Society of America","","","","Wiley Online Library","","SearchID: SSA SearchResultID: 214","","C:\Users\Steve\Zotero\storage\K23UHVRN\appendixA.htm; C:\Users\Steve\Zotero\storage\BFLLHFVE\Fuiman et al. - Egg boons central components of marine fatty acid.pdf; C:\Users\Steve\Zotero\storage\W7WUST46\snappers_feeding_on_egg_boon.mp4; C:\Users\Steve\Zotero\storage\B5ZKPILA\14-0571.html","","Scopus Search A: Meta-analysis","food webs; arachidonic acid; docosahexaenoic acid; egg production; eggs; eicosapentaenoic acid; fatty acids; nutritional ecology; trophic transfer; trophodynamics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CTBDS3AX","journalArticle","2016","Fuiman, Lee A.; Connelly, Tara L.; Lowerre-Barbieri, Susan K.; McClelland, James W.","Egg boons: central components of marine fatty acid food webs","figshare","","","10.6084/m9.figshare.c.3307419.v1","https://figshare.com/collections/Egg_boons_central_components_of_marine_fatty_acid_food_webs/3307419","<p>Food web relationships are traditionally defined in terms of the flow of key elements, such as carbon, nitrogen, and phosphorus, and their role in limiting production. There is growing recognition that availability of important biomolecules, such as fatty acids, may exert controls on secondary production that are not easily explained by traditional element-oriented models. Essential fatty acids (EFAs) are required by most organisms for proper physiological function but are manufactured almost entirely by primary producers. Therefore, the flow of EFAs, especially docosahexaenoic acid (DHA), eicosapentaenoic acid (EPA), and arachidonic acid (ARA), through aquatic food webs is critical for ecosystem functioning. A meta-analysis of data on the EFA content of marine organisms reveals that individual eggs of marine animals have exceptionally high concentrations of EFAs, and that superabundances of eggs released in temporally and spatially discrete patches create rich, but temporary, nutritional resources for egg predators, called “egg boons.” Mortality rates of fish eggs are disproportionately higher than animals of similar size, and those eggs are consumed by predators, both larger and smaller than the adults that produce the eggs. Thus, egg boons are a major trophic pathway through which EFAs are repackaged and redistributed, and they are among the few pathways that run counter to the main direction of trophic flow. Egg boons can transport EFAs across ecosystems through advection of patches of eggs and spawning migrations of adults. Recognizing the significance of egg boons to aquatic food webs reveals linkages and feedbacks between organisms and environments that have important implications for understanding how food webs vary in time and space. Examples are given of top-down, bottom-up, and lateral control mechanisms that could significantly alter food webs through their effects on eggs. Our results suggest that trophodynamic food web models should include EFAs generally, and egg production and egg EFA content in particular.</p>","2016-08-10","2018-07-25 03:35:48","2018-07-25 03:35:48","2018-07-25 03:35:48","","","","","","","Egg boons","","","","","","","en","","","","","figshare.com","","","","C:\Users\Steve\Zotero\storage\5XQ7CW3S\appendixA.htm; C:\Users\Steve\Zotero\storage\JB7Q6QI8\snappers_feeding_on_egg_boon.mp4; C:\Users\Steve\Zotero\storage\5EKQV85S\3307419.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BRLDMNM6","journalArticle","2015","Baeten, Lander; Davies, T. Jonathan; Verheyen, Kris; Calster, Hans Van; Vellend, Mark","Disentangling dispersal from phylogeny in the colonization capacity of forest understorey plants","Journal of Ecology","","1365-2745","10.1111/1365-2745.12333","http://besjournals.onlinelibrary.wiley.com/doi/abs/10.1111/1365-2745.12333","Habitat patches that have been completely cleared of their original vegetation historically and subsequently recolonized naturally provide a useful study system to explore the importance of the processes involved in community assembly. Forests where the understorey vegetation is recovering from past agricultural land use form an iconic example of such a system. The colonization capacity of forest plant species into post-agricultural forests has been related to dispersal traits in previous comparative analyses, demonstrating the significance of dispersal limitation. Yet, none of them has evaluated evidence for a phylogenetic signal in colonization capacity and, thus, explored the possibility that the dispersal traits are correlated with unmeasured establishment-related traits that are also shared through common ancestry. Here, we analysed the colonization capacity of 330 species into post-agricultural forests across seven different landscapes in Europe and North America. With phylogenetic meta-analysis models, we quantified the phylogenetic signal in colonization capacity and tested whether the colonization – dispersal trait relationships are confounded by phylogenetic non-independence. Closely related forest understorey species were more similar to one another in terms of their capacity to colonize post-agricultural forests than were more distantly related species. The correlations between dispersal traits and colonization were not independent from phylogeny. While we found some evidence of phylogenetic clustering of species' frequencies in post-agricultural communities, this was apparently not a result of strong filtering on dispersal traits. Synthesis. Given the phylogenetic signal in plant colonization capacity, a multitude of conserved species characteristics may explain community assembly in forests. Earlier trait-based syntheses strongly emphasised dispersal, but the factors limiting establishment and persistence of forest herbs in post-agricultural forests may be more nuanced than generally appreciated.","2015-01","2018-07-25 03:52:26","2018-07-25 03:53:20","2018-07-25 03:52:26","175-183","","1","103","","","","","","","","","","en","© 2014 The Authors. Journal of Ecology © 2014 British Ecological Society","","","","Wiley Online Library","","SearchID: SSA SearchResultID: 215","","C:\Users\Steve\Zotero\storage\65EUCSRG\Baeten et al. - Disentangling dispersal from phylogeny in the colo.pdf; C:\Users\Steve\Zotero\storage\PLRCPPIE\jec12333-sup-0001-figs1.docx; C:\Users\Steve\Zotero\storage\249KQKI7\jec12333-sup-0002-figs2.docx; C:\Users\Steve\Zotero\storage\4IGQNQG9\jec12333-sup-0003-tables1.docx; C:\Users\Steve\Zotero\storage\NJH58LWK\1365-2745.html","","Scopus Search A: Meta-analysis","meta-analysis; life-history traits; phylogenetic signal; land-use change; ancient forest; determinants of plant community diversity and structure; dispersal limitation; forest herbs; secondary succession","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T3Z3W66U","journalArticle","2015","Ford, Caroline S.; Allainguillaume, Joël; Fu, Tzu-Yu Richard; Mitchley, Jonathan; Wilkinson, Mike J.","Assessing the value of imperfect biocontainment nationally: rapeseed in the United Kingdom as an exemplar","New Phytologist","","1469-8137","10.1111/nph.13131","http://nph.onlinelibrary.wiley.com/doi/abs/10.1111/nph.13131","Paternal biocontainment methods (PBMs) act by preventing pollen-mediated transgene flow. They are compromised by transgene escape via the crop-maternal line. We therefore assess the efficacy of PBMs for transgenic rapeseed (Brassica napus) biocontainment across the United Kingdom by estimating crop-maternal hybridization with its two progenitor species. We used remote sensing, field surveys, agricultural statistics, and meta-analysis to determine the extent of sympatry between the crop and populations of riparian and weedy B. rapa and B. oleracea. We then estimated the incidence of crop-maternal hybridization across all settings to predict the efficacy of PBMs. Evidence of crop chloroplast capture by the progenitors was expanded to a national scale, revealing that crop-maternal gene flow occurs at widely variable rates and is dependent on both the recipient and setting. We use these data to explore the value that this kind of biocontainment can bring to genetic modification (GM) risk management in terms of reducing the impact that hybrids have on the environment rather than preventing or reducing hybrid abundance per se.","2015-02","2018-07-25 03:57:53","2021-03-11 08:59:26","2018-07-25 03:57:53","1342-1349","","3","205","","","Assessing the value of imperfect biocontainment nationally","","","","","","","en","© 2014 The Authors. New Phytologist © 2014 New Phytologist Trust","","","","Wiley Online Library","","SearchID: SSA SearchResultID: 216","","C:\Users\Steve\Zotero\storage\VC8IAEFS\Ford et al. - Assessing the value of imperfect biocontainment na.pdf; C:\Users\Steve\Zotero\storage\Z7B2JNHF\nph13131-sup-0001-tables1-s2.pdf; C:\Users\Steve\Zotero\storage\ZCPGBNB6\nph.html","","Scopus Search A: Not MA - Other Review","Brassica napus; Brassica oleracea; Brassica rapa; chloroplast capture; gene flow; genetic modification (GM); paternal biocontainment methods (PBMs); rapeseed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
